airline,origin,destination,distance_km,month,day_of_week,dep_hour,weather_score,is_holiday_season,delayed,delay_minutes,passengers_booked,seat_capacity,demand_ratio,price_aed
Emirates,DXB,JNB,6400,8,Wed,23,3.27,False,0,0,257,350,0.737,3062.19
Etihad,DXB,NRT,7900,2,Tue,17,7.62,False,0,0,140,350,0.403,2514.15
Emirates,DXB,SYD,12000,6,Thu,3,4.56,True,0,0,257,350,0.736,3991.54
Qatar Airways,DXB,BKK,4900,6,Thu,10,6.33,True,1,48,340,350,0.973,3292.18
Singapore Airlines,DXB,SIN,5900,7,Mon,11,6.34,True,0,0,350,350,1.0,3544.2
Etihad,DXB,BKK,4900,6,Sun,8,8.71,True,0,0,303,350,0.867,3077.2
Emirates,DXB,NRT,7900,11,Fri,19,9.66,False,0,0,268,350,0.767,3383.62
British Airways,DXB,JNB,6400,7,Fri,8,5.57,True,0,0,327,350,0.936,3502.99
Emirates,DXB,LHR,5500,5,Tue,17,5.89,False,0,0,209,350,0.599,2622.55
Emirates,DXB,FRA,4800,8,Fri,0,2.52,False,0,0,256,350,0.734,2790.39
British Airways,DXB,FRA,4800,8,Fri,10,2.0,False,1,78,225,350,0.645,2611.45
Emirates,DXB,LHR,5500,5,Tue,5,6.47,False,0,0,213,350,0.611,2648.23
British Airways,DXB,JNB,6400,8,Fri,20,6.24,False,0,0,217,350,0.62,2804.33
Etihad,DXB,CDG,5200,1,Thu,21,3.39,True,1,40,316,350,0.905,3209.52
Qatar Airways,DXB,NRT,7900,6,Thu,8,6.15,True,0,0,350,350,1.0,3940.2
Singapore Airlines,DXB,NRT,7900,12,Wed,18,2.44,True,1,72,294,350,0.84,3558.18
Emirates,DXB,JFK,11000,3,Wed,13,4.48,False,0,0,191,350,0.548,3305.18
Etihad,DXB,NRT,7900,6,Mon,18,5.06,True,0,0,268,350,0.768,3385.41
Singapore Airlines,DXB,BOM,1900,5,Thu,11,5.41,False,1,90,251,350,0.718,2281.72
Singapore Airlines,DXB,NRT,7900,2,Wed,23,6.64,False,0,0,165,350,0.473,2682.29
Emirates,DXB,SYD,12000,2,Sun,23,7.29,False,0,0,270,350,0.774,4101.4
Qatar Airways,DXB,JNB,6400,8,Sat,6,4.34,False,0,0,208,350,0.596,2751.23
Emirates,DXB,BKK,4900,3,Sun,4,8.48,False,0,0,274,350,0.785,2910.39
Singapore Airlines,DXB,JNB,6400,2,Mon,3,3.15,False,0,0,305,350,0.873,3361.75
Singapore Airlines,DXB,JNB,6400,3,Thu,19,6.74,False,0,0,243,350,0.695,2969.1
British Airways,DXB,SYD,12000,6,Sat,21,1.31,True,0,0,284,350,0.812,4211.45
Turkish Airlines,DXB,FRA,4800,7,Fri,23,6.01,True,0,0,338,350,0.967,3259.09
Emirates,DXB,SIN,5900,1,Sun,16,1.85,True,0,0,297,350,0.849,3220.23
Emirates,DXB,SIN,5900,6,Fri,6,5.84,True,1,44,320,350,0.917,3366.15
British Airways,DXB,SYD,12000,10,Mon,0,7.22,False,0,0,213,350,0.61,3628.54
Singapore Airlines,DXB,FRA,4800,11,Fri,5,6.9,False,0,0,214,350,0.612,2544.16
Qatar Airways,DXB,FRA,4800,4,Mon,4,6.95,False,0,0,232,350,0.664,2649.96
Etihad,DXB,FRA,4800,1,Sat,19,3.71,True,1,56,306,350,0.877,3077.51
Emirates,DXB,SYD,12000,6,Fri,11,2.84,True,1,159,337,350,0.964,4648.49
Etihad,DXB,NRT,7900,1,Sun,18,3.25,True,0,0,319,350,0.912,3730.01
Emirates,DXB,LHR,5500,7,Fri,17,3.99,True,1,64,350,350,1.0,3465.0
Emirates,DXB,CDG,5200,6,Sun,6,4.13,True,0,0,350,350,1.0,3405.6
Emirates,DXB,JNB,6400,5,Tue,18,7.29,False,0,0,199,350,0.57,2694.74
Singapore Airlines,DXB,BOM,1900,9,Mon,0,8.0,False,0,0,183,350,0.523,1957.36
Qatar Airways,DXB,JFK,11000,4,Tue,13,6.06,False,0,0,349,350,1.0,4553.15
Emirates,DXB,NRT,7900,9,Sun,1,5.35,False,0,0,344,350,0.984,3902.03
Turkish Airlines,DXB,JFK,11000,4,Tue,0,9.18,False,0,0,306,350,0.876,4210.91
Singapore Airlines,DXB,CDG,5200,4,Mon,15,3.34,False,0,0,227,350,0.65,2682.24
Emirates,DXB,CDG,5200,5,Sat,20,4.84,False,0,0,283,350,0.811,3014.83
Etihad,DXB,BKK,4900,11,Thu,23,8.5,False,0,0,234,350,0.67,2677.79
Qatar Airways,DXB,CDG,5200,8,Wed,4,3.5,False,0,0,186,350,0.532,2438.89
Emirates,DXB,CDG,5200,12,Sun,11,5.43,True,0,0,244,350,0.698,2781.67
Singapore Airlines,DXB,BKK,4900,6,Sat,20,4.17,True,0,0,247,350,0.708,2753.4
Emirates,DXB,LHR,5500,10,Sun,19,3.41,False,1,17,326,350,0.934,3325.45
Emirates,DXB,BKK,4900,2,Sun,22,7.43,False,0,0,233,350,0.668,2672.13
Emirates,DXB,LHR,5500,9,Sat,13,5.49,False,0,0,216,350,0.62,2666.43
Emirates,DXB,SIN,5900,9,Thu,2,5.68,False,0,0,218,350,0.623,2735.09
Emirates,DXB,JNB,6400,9,Sun,5,6.14,False,0,0,243,350,0.697,2974.48
Emirates,DXB,SYD,12000,10,Sat,21,7.89,False,0,0,248,350,0.711,3920.34
Singapore Airlines,DXB,NRT,7900,9,Sun,15,5.4,False,0,0,201,350,0.576,2927.54
British Airways,DXB,SIN,5900,9,Mon,13,5.21,False,0,0,277,350,0.793,3099.04
Turkish Airlines,DXB,NRT,7900,2,Wed,6,5.81,False,0,0,308,350,0.882,3659.26
Emirates,DXB,NRT,7900,2,Sun,0,3.28,False,0,0,291,350,0.833,3541.48
Emirates,DXB,BOM,1900,7,Mon,2,1.47,True,0,0,350,350,1.0,2752.2
Singapore Airlines,DXB,FRA,4800,11,Thu,8,9.83,False,0,0,186,350,0.534,2387.3
Qatar Airways,DXB,NRT,7900,5,Tue,7,5.15,False,0,0,205,350,0.587,2954.7
Emirates,DXB,BKK,4900,5,Mon,21,4.02,False,0,0,265,350,0.76,2859.17
Turkish Airlines,DXB,NRT,7900,5,Tue,14,6.7,False,1,65,314,350,0.897,3694.83
Etihad,DXB,BOM,1900,1,Tue,17,5.21,True,1,62,318,350,0.91,2601.7
Singapore Airlines,DXB,BKK,4900,7,Thu,18,6.32,True,0,0,274,350,0.784,2907.79
Emirates,DXB,CDG,5200,6,Mon,22,4.21,True,0,0,250,350,0.715,2816.79
Emirates,DXB,JNB,6400,2,Mon,12,4.77,False,0,0,210,350,0.601,2762.76
Emirates,DXB,JFK,11000,4,Sat,20,8.11,False,0,0,295,350,0.845,4125.23
Etihad,DXB,SYD,12000,3,Sun,12,6.23,False,0,0,230,350,0.658,3766.69
Emirates,DXB,JNB,6400,1,Tue,12,2.98,True,0,0,309,350,0.886,3390.62
British Airways,DXB,FRA,4800,7,Tue,2,5.13,True,0,0,266,350,0.762,2847.2
Emirates,DXB,JFK,11000,2,Sun,11,5.91,False,0,0,210,350,0.601,3453.2
Qatar Airways,DXB,JFK,11000,5,Sun,0,3.81,False,0,0,193,350,0.553,3320.92
Emirates,DXB,JFK,11000,10,Mon,22,7.82,False,0,0,236,350,0.677,3661.61
Emirates,DXB,LHR,5500,6,Tue,21,5.18,True,0,0,249,350,0.714,2864.76
Qatar Airways,DXB,NRT,7900,1,Fri,12,6.33,True,0,0,328,350,0.94,3796.16
Qatar Airways,DXB,JFK,11000,7,Wed,12,6.63,True,0,0,282,350,0.807,4021.0
British Airways,DXB,SIN,5900,3,Wed,22,6.59,False,0,0,148,350,0.426,2310.46
Emirates,DXB,LHR,5500,8,Tue,12,6.8,False,0,0,228,350,0.652,2733.61
Turkish Airlines,DXB,CDG,5200,11,Wed,8,5.1,False,0,0,158,350,0.452,2274.18
Emirates,DXB,BKK,4900,2,Mon,2,3.84,False,0,0,282,350,0.806,2953.45
Emirates,DXB,LHR,5500,7,Tue,14,5.33,True,1,22,327,350,0.935,3328.7
Singapore Airlines,DXB,NRT,7900,11,Mon,8,6.94,False,0,0,206,350,0.59,2960.55
British Airways,DXB,JFK,11000,1,Thu,20,4.79,True,0,0,336,350,0.961,4445.96
Etihad,DXB,SYD,12000,10,Thu,17,8.86,False,0,0,216,350,0.619,3655.29
British Airways,DXB,JNB,6400,8,Mon,16,6.58,False,0,0,267,350,0.763,3120.53
Emirates,DXB,LHR,5500,6,Wed,6,4.36,True,0,0,350,350,1.0,3465.0
Emirates,DXB,CDG,5200,6,Thu,14,4.6,True,0,0,267,350,0.765,2920.45
Emirates,DXB,JNB,6400,3,Wed,7,6.13,False,0,0,191,350,0.546,2640.48
British Airways,DXB,NRT,7900,12,Sat,17,3.55,True,1,71,304,350,0.869,3626.38
Emirates,DXB,NRT,7900,2,Thu,12,3.11,False,0,0,164,350,0.471,2677.22
Singapore Airlines,DXB,JNB,6400,8,Sun,18,4.46,False,1,93,323,350,0.923,3473.1
Qatar Airways,DXB,NRT,7900,9,Fri,7,3.94,False,0,0,244,350,0.699,3220.76
Emirates,DXB,CDG,5200,1,Fri,15,7.31,True,0,0,350,350,1.0,3405.6
Turkish Airlines,DXB,BKK,4900,5,Fri,20,5.74,False,0,0,207,350,0.594,2523.38
Emirates,DXB,JFK,11000,9,Sun,12,6.35,False,0,0,303,350,0.866,4185.35
British Airways,DXB,NRT,7900,10,Thu,9,6.99,False,0,0,200,350,0.572,2917.36
Emirates,DXB,CDG,5200,8,Sun,12,5.15,False,1,39,172,350,0.494,2360.42
British Airways,DXB,JNB,6400,9,Tue,5,6.56,False,0,0,208,350,0.596,2751.44
Emirates,DXB,JNB,6400,12,Tue,7,7.19,True,0,0,199,350,0.57,2694.05
Etihad,DXB,JFK,11000,2,Fri,20,3.44,False,0,0,219,350,0.626,3521.23
Etihad,DXB,JFK,11000,4,Thu,12,8.91,False,0,0,261,350,0.748,3858.25
Qatar Airways,DXB,FRA,4800,10,Thu,1,7.06,False,0,0,221,350,0.632,2584.02
Qatar Airways,DXB,LHR,5500,7,Tue,5,6.93,True,0,0,325,350,0.929,3315.41
Emirates,DXB,NRT,7900,10,Sat,11,8.34,False,0,0,241,350,0.69,3199.31
British Airways,DXB,SIN,5900,2,Tue,22,6.81,False,1,72,137,350,0.392,2238.76
Qatar Airways,DXB,LHR,5500,2,Sun,8,3.18,False,0,0,315,350,0.901,3257.92
Emirates,DXB,BOM,1900,2,Sun,16,4.84,False,0,0,261,350,0.746,2328.43
Emirates,DXB,BKK,4900,5,Mon,0,5.13,False,0,0,302,350,0.863,3068.93
Etihad,DXB,SIN,5900,12,Fri,1,6.44,True,0,0,283,350,0.81,3136.68
Singapore Airlines,DXB,JFK,11000,10,Sun,13,5.92,False,1,30,242,350,0.692,3704.12
Qatar Airways,DXB,CDG,5200,1,Fri,7,5.75,True,0,0,342,350,0.977,3358.66
Etihad,DXB,NRT,7900,5,Wed,5,6.72,False,0,0,246,350,0.704,3234.54
Singapore Airlines,DXB,FRA,4800,12,Thu,6,8.59,True,0,0,292,350,0.835,2994.19
British Airways,DXB,JNB,6400,4,Mon,7,6.44,False,0,0,230,350,0.659,2890.41
British Airways,DXB,SIN,5900,8,Mon,17,6.82,False,0,0,231,350,0.663,2819.66
Etihad,DXB,BOM,1900,7,Tue,23,2.92,True,1,53,298,350,0.852,2505.2
Emirates,DXB,JNB,6400,3,Tue,5,7.19,False,1,49,219,350,0.628,2822.29
British Airways,DXB,CDG,5200,3,Mon,6,9.94,False,0,0,199,350,0.569,2515.59
Singapore Airlines,DXB,BKK,4900,9,Mon,11,5.9,False,1,69,250,350,0.715,2768.47
Emirates,DXB,BOM,1900,8,Wed,3,6.12,False,0,0,312,350,0.893,2572.94
Turkish Airlines,DXB,CDG,5200,7,Thu,5,6.02,True,0,0,297,350,0.849,3094.1
British Airways,DXB,BOM,1900,11,Tue,7,6.81,False,0,0,236,350,0.677,2213.0
Etihad,DXB,SYD,12000,10,Sat,15,7.27,False,0,0,302,350,0.865,4361.87
Singapore Airlines,DXB,SYD,12000,12,Wed,11,4.97,True,0,0,303,350,0.868,4370.65
Turkish Airlines,DXB,SIN,5900,7,Sat,4,4.55,True,0,0,350,350,1.0,3544.2
Emirates,DXB,NRT,7900,9,Sat,17,6.16,False,0,0,269,350,0.769,3388.36
Emirates,DXB,LHR,5500,3,Sat,2,5.81,False,0,0,242,350,0.693,2819.85
British Airways,DXB,CDG,5200,9,Wed,22,5.43,False,0,0,183,350,0.524,2422.85
Emirates,DXB,NRT,7900,4,Mon,20,5.69,False,0,0,274,350,0.785,3427.81
Singapore Airlines,DXB,LHR,5500,2,Sun,23,7.31,False,0,0,224,350,0.642,2713.19
Emirates,DXB,FRA,4800,12,Wed,11,4.71,True,1,65,214,350,0.613,2545.39
Emirates,DXB,JFK,11000,4,Tue,13,6.35,False,1,110,165,350,0.473,3098.49
Etihad,DXB,CDG,5200,6,Wed,2,4.81,True,0,0,238,350,0.681,2746.71
Emirates,DXB,SIN,5900,3,Sat,1,8.04,False,0,0,241,350,0.689,2875.72
British Airways,DXB,JFK,11000,5,Thu,11,2.95,False,0,0,198,350,0.567,3358.45
Emirates,DXB,NRT,7900,4,Sat,6,7.97,False,0,0,300,350,0.859,3603.4
Emirates,DXB,JNB,6400,6,Mon,2,5.15,True,0,0,335,350,0.96,3553.78
British Airways,DXB,NRT,7900,5,Wed,12,8.27,False,0,0,212,350,0.606,2999.49
Qatar Airways,DXB,JFK,11000,12,Wed,1,5.06,True,0,0,298,350,0.852,4145.1
Singapore Airlines,DXB,LHR,5500,9,Thu,23,3.13,False,0,0,158,350,0.454,2318.97
Emirates,DXB,FRA,4800,1,Sat,12,9.24,True,0,0,350,350,1.0,3326.4
Emirates,DXB,SIN,5900,8,Fri,13,3.56,False,0,0,267,350,0.766,3040.93
Emirates,DXB,SYD,12000,10,Tue,10,6.6,False,0,0,232,350,0.664,3784.89
Emirates,DXB,JFK,11000,7,Tue,23,6.69,True,0,0,295,350,0.845,4126.17
Etihad,DXB,NRT,7900,2,Wed,5,4.17,False,0,0,272,350,0.779,3411.32
Singapore Airlines,DXB,SIN,5900,12,Mon,10,0.0,True,0,0,294,350,0.84,3201.02
Qatar Airways,DXB,FRA,4800,6,Mon,14,4.41,True,0,0,350,350,1.0,3326.4
Singapore Airlines,DXB,BOM,1900,1,Wed,5,3.43,True,1,118,269,350,0.77,2368.17
Emirates,DXB,LHR,5500,5,Fri,21,5.06,False,0,0,201,350,0.576,2574.35
Emirates,DXB,BOM,1900,8,Mon,13,3.76,False,1,94,252,350,0.721,2286.81
Emirates,DXB,JFK,11000,11,Tue,22,7.35,False,0,0,201,350,0.575,3381.39
Emirates,DXB,NRT,7900,6,Thu,11,6.74,True,0,0,335,350,0.958,3840.28
Emirates,DXB,JFK,11000,3,Sat,0,5.73,False,1,18,237,350,0.678,3664.37
Emirates,DXB,NRT,7900,7,Sun,0,3.97,True,1,85,324,350,0.927,3764.94
Etihad,DXB,SIN,5900,8,Sat,4,3.77,False,0,0,319,350,0.913,3358.21
Singapore Airlines,DXB,SYD,12000,12,Mon,10,4.79,True,0,0,324,350,0.928,4544.43
Singapore Airlines,DXB,JFK,11000,3,Wed,5,5.54,False,0,0,189,350,0.543,3291.5
British Airways,DXB,SIN,5900,11,Mon,20,5.39,False,0,0,262,350,0.75,3006.93
Qatar Airways,DXB,JFK,11000,7,Sun,12,5.12,True,1,89,345,350,0.987,4517.57
Singapore Airlines,DXB,BOM,1900,6,Sun,14,2.5,True,1,31,350,350,1.0,2752.2
Etihad,DXB,CDG,5200,10,Thu,7,6.88,False,0,0,264,350,0.756,2903.0
Singapore Airlines,DXB,CDG,5200,10,Thu,3,10.0,False,0,0,220,350,0.63,2642.16
Emirates,DXB,BOM,1900,4,Fri,15,9.33,False,0,0,187,350,0.536,1978.91
Etihad,DXB,SYD,12000,6,Thu,22,9.17,True,0,0,330,350,0.945,4594.84
Etihad,DXB,FRA,4800,11,Mon,18,6.58,False,0,0,224,350,0.641,2603.58
Singapore Airlines,DXB,JNB,6400,5,Wed,14,5.37,False,1,19,182,350,0.522,2586.81
Emirates,DXB,LHR,5500,4,Mon,7,7.1,False,0,0,272,350,0.777,2997.67
Emirates,DXB,JNB,6400,10,Wed,22,7.01,False,0,0,139,350,0.4,2318.05
Turkish Airlines,DXB,CDG,5200,8,Sun,12,6.27,False,0,0,268,350,0.768,2926.61
Emirates,DXB,LHR,5500,11,Tue,10,7.52,False,0,0,233,350,0.666,2763.64
Etihad,DXB,FRA,4800,8,Fri,9,5.36,False,0,0,280,350,0.801,2924.31
Emirates,DXB,NRT,7900,1,Sat,15,5.38,True,0,0,341,350,0.977,3884.48
Etihad,DXB,NRT,7900,2,Sun,8,6.13,False,0,0,230,350,0.659,3126.91
Singapore Airlines,DXB,NRT,7900,8,Wed,1,7.92,False,0,0,234,350,0.67,3151.98
British Airways,DXB,CDG,5200,7,Thu,16,7.5,True,0,0,289,350,0.829,3051.74
British Airways,DXB,SIN,5900,5,Sun,15,4.56,False,0,0,224,350,0.641,2772.46
Qatar Airways,DXB,CDG,5200,5,Sun,4,5.04,False,0,0,252,350,0.72,2828.67
British Airways,DXB,BOM,1900,7,Tue,18,6.69,True,0,0,233,350,0.666,2195.01
Turkish Airlines,DXB,SIN,5900,11,Tue,10,9.04,False,0,0,173,350,0.496,2462.06
Emirates,DXB,FRA,4800,8,Tue,6,5.58,False,0,0,213,350,0.609,2538.66
Emirates,DXB,LHR,5500,5,Sun,7,4.31,False,0,0,264,350,0.757,2954.8
Qatar Airways,DXB,NRT,7900,8,Sun,10,6.05,False,0,0,260,350,0.745,3331.34
Singapore Airlines,DXB,LHR,5500,10,Thu,14,4.84,False,0,0,231,350,0.662,2755.09
Singapore Airlines,DXB,BKK,4900,2,Mon,18,5.62,False,0,0,174,350,0.498,2328.04
Emirates,DXB,NRT,7900,3,Fri,15,7.27,False,0,0,306,350,0.877,3646.38
British Airways,DXB,FRA,4800,8,Sat,0,3.11,False,0,0,271,350,0.775,2873.6
Singapore Airlines,DXB,BKK,4900,5,Tue,9,5.74,False,0,0,216,350,0.619,2573.76
Emirates,DXB,JFK,11000,7,Tue,0,4.7,True,0,0,328,350,0.939,4386.59
Qatar Airways,DXB,SYD,12000,2,Fri,12,4.69,False,0,0,270,350,0.772,4095.99
Emirates,DXB,BOM,1900,7,Sat,10,5.46,True,0,0,311,350,0.889,2567.59
Etihad,DXB,SYD,12000,6,Thu,9,6.91,True,1,27,283,350,0.811,4206.96
Qatar Airways,DXB,CDG,5200,9,Thu,4,5.99,False,0,0,122,350,0.35,2064.13
Emirates,DXB,NRT,7900,9,Sat,8,4.17,False,0,0,211,350,0.603,2992.22
Emirates,DXB,FRA,4800,5,Sat,14,3.23,False,0,0,321,350,0.917,3160.04
Qatar Airways,DXB,CDG,5200,5,Sat,14,8.12,False,0,0,236,350,0.675,2734.12
Singapore Airlines,DXB,NRT,7900,2,Thu,18,7.44,False,1,164,220,350,0.63,3056.47
Emirates,DXB,LHR,5500,6,Fri,11,5.44,True,0,0,350,350,1.0,3465.0
Singapore Airlines,DXB,BKK,4900,4,Mon,2,9.29,False,0,0,170,350,0.486,2303.31
Qatar Airways,DXB,JNB,6400,3,Sat,9,8.27,False,0,0,216,350,0.617,2798.04
Emirates,DXB,LHR,5500,5,Thu,23,2.16,False,0,0,249,350,0.714,2864.48
Etihad,DXB,JNB,6400,1,Mon,1,6.59,True,0,0,335,350,0.958,3550.35
Emirates,DXB,SYD,12000,4,Sat,22,4.64,False,0,0,272,350,0.777,4110.83
Emirates,DXB,SIN,5900,4,Sat,5,5.56,False,0,0,205,350,0.588,2659.57
Emirates,DXB,CDG,5200,2,Mon,10,4.8,False,0,0,183,350,0.524,2422.13
Emirates,DXB,BKK,4900,8,Sun,16,4.95,False,0,0,192,350,0.549,2432.44
Qatar Airways,DXB,LHR,5500,8,Tue,12,3.34,False,0,0,179,350,0.513,2441.92
British Airways,DXB,BKK,4900,3,Sat,3,7.5,False,0,0,332,350,0.951,3246.4
Qatar Airways,DXB,SYD,12000,11,Fri,14,6.84,False,0,0,250,350,0.716,3935.35
Singapore Airlines,DXB,JNB,6400,10,Mon,22,7.99,False,1,57,248,350,0.711,3005.6
Singapore Airlines,DXB,SYD,12000,1,Sun,19,5.4,True,0,0,303,350,0.868,4372.44
Etihad,DXB,SYD,12000,1,Wed,9,3.67,True,0,0,282,350,0.806,4194.46
Singapore Airlines,DXB,FRA,4800,6,Wed,8,6.24,True,0,0,224,350,0.643,2606.39
Emirates,DXB,BKK,4900,4,Wed,7,6.48,False,0,0,263,350,0.752,2843.17
Etihad,DXB,SYD,12000,8,Sun,3,6.36,False,0,0,194,350,0.556,3472.65
Emirates,DXB,NRT,7900,4,Wed,2,7.37,False,0,0,197,350,0.566,2902.91
Emirates,DXB,JNB,6400,1,Thu,21,5.75,True,0,0,318,350,0.909,3443.19
Etihad,DXB,SYD,12000,9,Sat,22,3.31,False,0,0,258,350,0.739,4000.63
Qatar Airways,DXB,JNB,6400,1,Fri,16,5.39,True,0,0,350,350,1.0,3643.2
British Airways,DXB,CDG,5200,6,Wed,20,3.58,True,1,133,325,350,0.929,3258.45
Turkish Airlines,DXB,BKK,4900,10,Wed,7,6.86,False,0,0,270,350,0.772,2884.75
Turkish Airlines,DXB,CDG,5200,12,Mon,2,4.8,True,0,0,260,350,0.743,2875.98
Emirates,DXB,NRT,7900,9,Thu,2,4.9,False,0,0,276,350,0.79,3437.63
Singapore Airlines,DXB,JNB,6400,12,Thu,5,4.8,True,0,0,263,350,0.754,3099.02
Etihad,DXB,BKK,4900,1,Wed,22,5.5,True,0,0,283,350,0.81,2960.8
Etihad,DXB,NRT,7900,9,Thu,21,5.96,False,0,0,250,350,0.715,3258.57
British Airways,DXB,JNB,6400,10,Mon,16,7.42,False,0,0,261,350,0.747,3084.75
British Airways,DXB,JFK,11000,2,Wed,14,5.57,False,0,0,248,350,0.709,3749.75
Singapore Airlines,DXB,CDG,5200,7,Sun,0,6.06,True,1,15,350,350,1.0,3405.6
Qatar Airways,DXB,NRT,7900,5,Wed,18,4.01,False,0,0,237,350,0.679,3172.57
Etihad,DXB,JNB,6400,11,Sat,9,7.51,False,0,0,286,350,0.818,3241.28
Qatar Airways,DXB,JFK,11000,8,Sun,10,5.63,False,0,0,263,350,0.752,3869.75
Emirates,DXB,BKK,4900,5,Tue,3,5.11,False,0,0,230,350,0.658,2652.93
Singapore Airlines,DXB,JNB,6400,6,Sun,17,3.82,True,1,53,281,350,0.803,3208.33
Turkish Airlines,DXB,CDG,5200,8,Tue,14,3.51,False,0,0,204,350,0.584,2547.16
Turkish Airlines,DXB,LHR,5500,4,Tue,19,6.13,False,1,68,296,350,0.847,3143.91
Singapore Airlines,DXB,CDG,5200,11,Wed,7,6.04,False,0,0,260,350,0.746,2880.67
Etihad,DXB,NRT,7900,3,Sun,8,7.93,False,1,18,302,350,0.865,3617.82
Etihad,DXB,SYD,12000,12,Fri,22,4.21,True,0,0,350,350,1.0,4752.0
Singapore Airlines,DXB,BKK,4900,5,Mon,5,5.2,False,0,0,255,350,0.731,2800.83
Emirates,DXB,JNB,6400,9,Sun,10,4.67,False,0,0,273,350,0.783,3162.99
Singapore Airlines,DXB,BKK,4900,7,Thu,6,4.41,True,0,0,308,350,0.882,3106.13
Qatar Airways,DXB,BKK,4900,7,Thu,11,5.92,True,0,0,284,350,0.814,2968.21
Emirates,DXB,SIN,5900,11,Tue,7,8.84,False,0,0,246,350,0.704,2908.78
Qatar Airways,DXB,BOM,1900,4,Fri,22,5.99,False,0,0,251,350,0.72,2284.56
Emirates,DXB,SIN,5900,6,Wed,9,3.38,True,0,0,304,350,0.87,3265.26
Etihad,DXB,NRT,7900,5,Sun,11,3.71,False,1,117,259,350,0.742,3323.38
Emirates,DXB,SYD,12000,9,Tue,10,4.32,False,0,0,299,350,0.856,4337.89
Emirates,DXB,JFK,11000,3,Fri,3,7.36,False,0,0,244,350,0.699,3724.47
Etihad,DXB,NRT,7900,8,Sun,18,4.84,False,1,35,201,350,0.577,2929.38
Etihad,DXB,JFK,11000,5,Mon,19,6.28,False,1,81,259,350,0.741,3838.82
Emirates,DXB,JFK,11000,11,Fri,4,7.91,False,0,0,243,350,0.696,3715.97
Emirates,DXB,BOM,1900,3,Wed,23,7.79,False,1,178,127,350,0.363,1690.31
Emirates,DXB,SIN,5900,1,Tue,17,5.2,True,1,124,283,350,0.809,3133.84
British Airways,DXB,BOM,1900,5,Fri,13,3.13,False,0,0,226,350,0.648,2165.26
Qatar Airways,DXB,SIN,5900,5,Mon,18,2.01,False,0,0,197,350,0.565,2609.92
British Airways,DXB,JNB,6400,5,Sun,0,4.23,False,0,0,256,350,0.733,3054.09
Singapore Airlines,DXB,FRA,4800,8,Wed,16,5.9,False,0,0,235,350,0.672,2664.41
Emirates,DXB,JFK,11000,4,Tue,3,6.97,False,0,0,173,350,0.495,3160.96
Turkish Airlines,DXB,BKK,4900,5,Sat,21,4.97,False,0,0,193,350,0.554,2440.99
Etihad,DXB,CDG,5200,11,Wed,20,7.56,False,0,0,228,350,0.652,2687.72
Etihad,DXB,LHR,5500,11,Fri,0,4.92,False,1,32,280,350,0.801,3047.45
Emirates,DXB,FRA,4800,6,Tue,15,7.99,True,0,0,309,350,0.884,3092.29
Emirates,DXB,SYD,12000,4,Mon,1,7.88,False,0,0,245,350,0.703,3895.2
Etihad,DXB,CDG,5200,7,Sat,23,4.92,True,0,0,295,350,0.844,3083.18
Etihad,DXB,JFK,11000,2,Thu,2,5.39,False,0,0,243,350,0.695,3712.32
Emirates,DXB,BKK,4900,6,Sun,21,4.67,True,0,0,315,350,0.902,3146.85
Emirates,DXB,JFK,11000,6,Sat,13,1.43,True,1,34,279,350,0.798,3996.04
Turkish Airlines,DXB,NRT,7900,9,Fri,5,5.35,False,1,91,238,350,0.68,3176.5
Qatar Airways,DXB,SYD,12000,8,Thu,17,4.68,False,0,0,187,350,0.535,3411.88
Emirates,DXB,LHR,5500,4,Mon,15,7.57,False,0,0,113,350,0.325,2046.46
Turkish Airlines,DXB,FRA,4800,8,Tue,13,6.88,False,0,0,225,350,0.644,2608.0
Etihad,DXB,NRT,7900,12,Fri,7,4.54,True,0,0,350,350,1.0,3940.2
British Airways,DXB,SYD,12000,2,Mon,7,3.17,False,0,0,189,350,0.54,3427.56
Emirates,DXB,CDG,5200,12,Sun,22,2.33,True,0,0,350,350,1.0,3405.6
Emirates,DXB,FRA,4800,2,Sat,10,6.22,False,0,0,221,350,0.631,2583.4
Emirates,DXB,SYD,12000,6,Tue,21,6.18,True,0,0,283,350,0.809,4201.6
Singapore Airlines,DXB,SIN,5900,9,Sat,22,5.44,False,0,0,277,350,0.793,3098.79
Emirates,DXB,JNB,6400,12,Tue,8,4.04,True,0,0,343,350,0.981,3600.94
Emirates,DXB,NRT,7900,11,Mon,15,7.46,False,0,0,217,350,0.621,3034.53
Qatar Airways,DXB,NRT,7900,2,Fri,14,4.23,False,1,48,315,350,0.901,3704.4
Emirates,DXB,LHR,5500,11,Tue,13,6.72,False,0,0,245,350,0.7,2835.66
British Airways,DXB,JNB,6400,2,Sun,18,4.48,False,1,88,209,350,0.598,2755.89
Qatar Airways,DXB,BKK,4900,7,Sun,17,7.78,True,0,0,350,350,1.0,3346.2
Etihad,DXB,LHR,5500,1,Mon,19,2.4,True,0,0,288,350,0.824,3096.35
Etihad,DXB,JNB,6400,10,Tue,23,8.72,False,0,0,161,350,0.461,2452.22
Etihad,DXB,BOM,1900,5,Fri,19,5.99,False,1,136,350,350,1.0,2752.2
Turkish Airlines,DXB,SIN,5900,9,Tue,6,6.49,False,0,0,201,350,0.575,2631.64
